crate,slot,channel,cable,pmt,pc,qccc,bundle,hv,type,x,y,z,panel
2,11,14,EECR,PAYF,JAZP,CE18,GAQY,1819,0x07,323.832,470.831,618.736,H312-02
2,11,15,EECQ,PDWN,JAZO,CE17,GAQY,1813,0x07,347.722,453.466,618.749,H312-01
2,11,16,EEDK,PEDU,JBCP,CE16,GARA,1826,0x07,342.185,546.322,540.995,H313-07
2,11,17,EEDJ,PHKO,JBCO,CE15,GARA,1826,0x07,411.22,515.759,520.92,H313-06
2,11,18,EEDI,PDZB,JBCN,CE14,GARA,1827,0x07,387.343,533.107,520.92,H313-05
2,11,19,EEDH,PDXH,JBCM,CE13,GARA,1828,0x07,363.453,550.473,520.907,H313-04
2,11,20,EEDG,PITF,JBCL,CE12,GARA,1826,0x07,408.606,537.276,500.863,H313-03
2,11,21,EEDF,PGZN,JBCK,CE11,GARA,1825,0x07,384.716,554.642,500.85,H313-02
2,11,22,EEDE,PIPT,JBCJ,CE10,GARA,1827,0x07,405.978,558.775,480.794,H313-01
2,11,23,EECP,PAYU,JBCI,CE09,GAQX,1861,0x07,397.086,583.182,460.032,H311-14
2,11,24,EECO,PFJB,JBJR,CE08,GAQX,1794,0x07,375.629,579.085,479.928,H311-13
2,11,25,EECN,PFNG,JBJQ,CE07,GAQX,1792,0x07,354.214,574.987,499.831,H311-12
2,11,26,EECM,PCFS,JBJP,CE06,GAQX,1857,0x07,332.774,570.89,519.709,H311-11
2,11,27,EECL,PDVN,JBJO,CE05,GAQX,1801,0x07,311.33,566.811,539.618,H311-10
2,11,28,EECK,PBBK,JBJN,CE04,GAQX,1861,0x07,372.231,599.077,458.472,H311-09
2,11,29,EECJ,PFYU,JBJM,CE03,GAQX,1790,0x07,350.791,594.98,478.35,H311-08
2,11,30,EECI,PDMK,JBJL,CE02,GAQW,1803,0x07,329.377,590.882,498.253,H311-07
2,11,31,EECH,PBGB,JBJK,CE01,GAQW,1800,0x07,307.95,586.802,518.144,H311-06
2,12,0,EECG,PBPI,JBNJ,CD32,GAQW,1857,0x07,347.394,614.972,456.894,H311-05
2,12,1,EECF,PCJU,JBNI,CD31,GAQW,1801,0x07,325.967,610.892,476.784,H311-04
2,12,2,EECE,PBNK,JBNH,CD30,GAQW,1858,0x07,304.553,606.794,496.688,H311-03
2,12,3,EECD,PDIH,JBNG,CD29,GAQW,1802,0x07,322.57,630.884,455.329,H311-02
2,12,4,EECC,PBWX,JBNF,CD28,GAQW,1862,0x07,301.156,626.787,475.232,H311-01
2,12,5,ECVQ,PDUQ,JBNE,CD27,GALS,1836,0x02,831.483,127.138,-26.507,H245-10
2,12,6,ECVP,PEAS,JBND,CD26,GALS,1840,0x02,831.483,111.621,-51.614,H245-09
2,12,7,ECVO,PDZQ,JBNC,CD25,GALS,1834,0x02,831.482,96.081,-76.73,H245-08
2,12,8,ECXQ,PEBP,JFFZ,CD24,GAMA,1807,0x07,785.211,301.701,25.516,H249-10
2,12,9,ECXP,PDOJ,JFFY,CD23,GAMA,1808,0x07,794.331,273.631,25.516,H249-09
2,12,10,ECXO,PEZD,JFFX,CD22,GAMA,1809,0x07,803.455,245.541,25.53,H249-08
2,12,11,EDVN,PFIY,JFFW,CD21,GAPV,1840,0x02,720.04,423.553,-101.861,H297-10
2,12,12,EDVM,PFNB,JFFV,CD20,GAPV,1845,0x02,729.161,411,-76.755,H297-09
2,12,13,EDVL,PFSA,JFFU,CD19,GAPV,1841,0x02,738.28,398.447,-51.623,H297-08
2,12,14,EDXN,PDTP,JFFT,CD18,GAQD,1833,0x07,625.328,553.913,101.861,H301-10
2,12,15,EDXM,PEDE,JFFS,CD17,GAQD,1832,0x07,616.208,566.467,76.755,H301-09
2,12,16,EDXL,PGYS,JFDF,CD16,GAQD,1831,0x07,607.088,579.018,51.623,H301-08
2,12,17,EEUC,PNDU,JFDE,CD15,GATS,1839,0x00,542.005,633.859,-101.825,H346-07
2,12,18,EEUB,PKSY,JFDD,CD14,GATS,1837,0x00,529.102,641.487,-127.246,H346-06
2,12,19,EEUA,PKAQ,JFDC,CD13,GATS,1837,0x00,577.357,607.024,-76.397,H346-05
2,12,20,EETZ,PNBO,JFDB,CD12,GATS,1841,0x00,564.435,614.661,-101.834,H346-04
2,12,21,EETY,PMRM,JFDA,CD11,GATS,1839,0x00,551.531,622.29,-127.255,H346-03
2,12,22,EETX,PKVF,JFCZ,CD10,GATS,1839,0x00,586.898,595.475,-101.834,H346-02
2,12,23,EETW,PKSJ,JFCY,CD09,GATS,1839,0x00,573.976,603.113,-127.27,H346-01
2,12,24,EEVV,PDEM,JFCP,CD08,GATZ,1833,0x02,529.58,653.549,-25.516,H349-10
2,12,25,EEVU,PFJN,JFCO,CD07,GATZ,1840,0x02,505.702,670.897,-25.516,H349-09
2,12,26,EEVT,PEVT,JFCN,CD06,GATZ,1831,0x02,481.806,688.255,-25.53,H349-08
2,12,27,EEVS,PFTW,JFCM,CD05,GATY,1830,0x02,457.919,705.615,-25.51,H349-07
2,12,28,EEVR,PFMQ,JFCL,CD04,GATY,1839,0x02,516.716,660.959,-51.04,H349-06
2,12,29,EEVQ,PDTU,JFCK,CD03,GATY,1830,0x02,492.838,678.307,-51.04,H349-05
2,12,30,EEVP,PEEU,JFCJ,CD02,GATY,1833,0x02,468.942,695.664,-51.055,H349-04
2,12,31,EEVO,PFOZ,JFCI,CD01,GATY,1830,0x02,503.866,668.389,-76.571,H349-03
2,13,0,EEVN,PFRM,JFDN,CC32,GATY,1827,0x02,479.97,685.746,-76.585,H349-02
2,13,1,EEVM,PFNT,JFDM,CC31,GATY,1832,0x02,491.002,675.798,-102.095,H349-01
2,13,2,EEUX,PMVL,JFDL,CC30,GATV,1812,0x00,471.801,686.016,-127.25,H347-14
2,13,3,EEUW,PMSB,JFDK,CC29,GATV,1823,0x00,460.524,695.931,-101.802,H347-13
2,13,4,EEUV,PMWG,JFDJ,CC28,GATV,1818,0x00,449.289,705.845,-76.365,H347-12
2,13,5,EEUU,PMZH,JFDI,CC27,GATV,1824,0x00,438.021,715.747,-50.938,H347-11
2,13,6,EEUT,PKOX,JFDH,CC26,GATV,1813,0x00,426.758,725.682,-25.496,H347-10
2,13,7,EEUS,PMRU,JFDG,CC25,GATV,1848,0x00,446.597,701.431,-127.246,H347-09
2,13,8,EEUR,PMMK,JMMP,CC24,GATV,1814,0x00,435.329,711.333,-101.818,H347-08
2,13,9,EEUQ,PMWC,JMMO,CC23,GATU,1821,0x00,424.094,721.247,-76.381,H347-07
2,13,10,EEUP,PKAM,JMMN,CC22,GATU,1814,0x00,412.84,731.169,-50.959,H347-06
2,13,11,EEUO,PMOW,JMMM,CC21,GATU,1824,0x00,421.402,716.833,-127.262,H347-05
2,13,12,EEUN,PKVJ,JMML,CC20,GATU,1814,0x00,410.149,726.755,-101.84,H347-04
2,13,13,EEUM,PNDV,JMMK,CC19,GATU,1822,0x00,398.914,736.669,-76.403,H347-03
2,13,14,EEUL,PMSM,JMMJ,CC18,GATU,1819,0x00,396.222,732.255,-127.283,H347-02
2,13,15,EEUK,PKSV,JMMI,CC17,GATU,1811,0x00,384.987,742.168,-101.847,H347-01
2,13,16,EEXL,PNII,JEPR,CC16,GAUF,1796,0x07,347.901,756.023,129.527,H352-14
2,13,17,EEXK,PKWI,JEPQ,CC15,GAUF,1786,0x07,362.68,751.222,104.41,H352-13
2,13,18,EEXJ,PNGX,JEPP,CC14,GAUF,1788,0x07,377.437,746.427,79.304,H352-12
2,13,19,EEXI,PNFE,JEPO,CC13,GAUF,1787,0x07,392.208,741.628,54.164,H352-11
2,13,20,EEXH,PNNS,JEPN,CC12,GAUF,1793,0x07,406.965,736.833,29.058,H352-10
2,13,21,EEXG,PNJO,JEPM,CC11,GAUF,1791,0x07,373.99,742.175,130.147,H352-09
2,13,22,EEXF,PNIB,JEPL,CC10,GAUF,1794,0x07,388.769,737.374,105.031,H352-08
2,13,23,EEXE,PMWA,JEPK,CC09,GAUE,1787,0x07,403.517,732.581,79.901,H352-07
2,13,24,EEXD,PLPV,JETZ,CC08,GAUE,1787,0x07,418.297,727.78,54.785,H352-06
2,13,25,EEXC,PNGL,JETY,CC07,GAUE,1794,0x07,400.079,728.327,130.768,H352-05
2,13,26,EEXB,PMZF,JETX,CC06,GAUE,1787,0x07,414.826,723.534,105.638,H352-04
2,13,27,EEXA,PNFJ,JETW,CC05,GAUE,1785,0x07,429.606,718.733,80.522,H352-03
2,13,28,EEWZ,PKSE,JETV,CC04,GAUE,1786,0x07,426.142,714.512,131.374,H352-02
2,13,29,EEWY,PKWO,JETU,CC03,GAUE,1787,0x07,440.922,709.711,106.258,H352-01
2,13,30,EEXS,PDNM,JETT,CC02,GAUG,1830,0x07,333.575,765.888,101.86,H353-07
2,13,31,EEXR,PFPY,JETS,CC01,GAUG,1846,0x07,350.831,763.363,25.71,H353-06
2,14,0,EEXQ,PFES,JENN,CB32,GAUG,1842,0x07,336.074,768.158,50.816,H353-05
2,14,1,EEXP,PEBK,JENM,CB31,GAUG,1829,0x07,321.294,772.959,75.932,H353-04
2,14,2,EEXO,PEYJ,JENL,CB30,GAUG,1827,0x07,323.81,775.251,24.911,H353-03
2,14,3,EEXN,PDSL,JENK,CB29,GAUG,1833,0x07,309.03,780.052,50.027,H353-02
2,14,4,EEXM,PDPV,JENJ,CB28,GAUG,1829,0x07,296.782,787.114,24.113,H353-01
2,14,5,ECJI,PDVU,JENI,CB27,GAJS,1844,0x07,831.483,-127.139,26.507,H221-10
2,14,6,ECJH,PEMB,JENH,CB26,GAJS,1844,0x07,831.483,-111.623,51.614,H221-09
2,14,7,ECJG,PEIM,JENG,CB25,GAJS,1839,0x07,831.482,-96.083,76.73,H221-08
2,14,8,ECLS,PBLG,JEWL,CB24,GAKC,1841,0x07,740.921,69.456,392.947,H226-10
2,14,9,ECLR,PBQB,JEWK,CB23,GAKC,1839,0x07,752.186,52.748,371.379,H226-09
2,14,10,ECLQ,PBIX,JEWJ,CB22,GAKC,1843,0x07,763.437,36.059,349.775,H226-08
2,14,11,ECYA,PGDE,JEWI,CB21,GAMC,1746,0x07,787.744,176.291,237.856,H250-10
2,14,12,ECXZ,PGRM,JEWH,CB20,GAMC,1741,0x07,789.911,192.474,213.267,H250-09
2,14,13,ECXY,PGRU,JEWG,CB19,GAMC,1742,0x07,792.042,208.683,188.677,H250-08
2,14,14,ECYK,PFXU,JEWF,CB18,GAME,1829,0x07,774.69,284.853,164.088,H251-10
2,14,15,ECYJ,PFLR,JEWE,CB17,GAME,1832,0x07,763.439,296.714,188.678,H251-09
2,14,16,ECYI,PFXX,JEBF,CB16,GAME,1825,0x07,752.187,308.575,213.267,H251-08
2,14,17,ECZP,PGJE,JEBE,CB15,GAMJ,1746,0x07,716.005,354.693,264.054,H253-10
2,14,18,ECZO,PIYJ,JEBD,CB14,GAMJ,1831,0x07,700.577,379.615,267.531,H253-09
2,14,19,ECZN,PGBA,JEBC,CB13,GAMJ,1743,0x07,685.113,404.525,271.032,H253-08
2,14,20,ECZZ,PMPL,JEBB,CB12,GAML,1845,0x07,638.125,439.678,328.164,H254-10
2,14,21,ECZY,PMPQ,JEBA,CB11,GAML,1844,0x07,638.832,419.563,349.769,H254-09
2,14,22,ECZX,PMIC,JEAZ,CB10,GAML,1845,0x07,639.539,399.447,371.375,H254-08
2,14,23,EDZN,PIVI,JEAY,CB09,GAQL,1844,0x07,569.357,552.229,281.26,H305-10
2,14,24,EDZM,PHIL,JEUX,CB08,GAQL,1844,0x07,584.114,547.434,256.154,H305-09
2,14,25,EDZL,PHHG,JEUW,CB07,GAQL,1842,0x07,598.887,542.623,231.036,H305-08
2,14,26,EEBN,PIVC,JEUV,CB06,GAQT,1840,0x07,417.636,650.18,333.283,H309-10
2,14,27,EEBM,PIUZ,JEUU,CB05,GAQT,1840,0x07,441.514,632.832,333.283,H309-09
2,14,28,EEBL,PHLT,JEUT,CB04,GAQT,1841,0x07,465.403,615.465,333.295,H309-08
2,14,29,EEAB,PDWX,JEUS,CB03,GAQN,1790,0x07,386.579,670.368,332.493,H306-14
2,14,30,EEAA,PDNC,JEUR,CB02,GAQN,1788,0x07,392.385,652.936,355.617,H306-13
2,14,31,EDZZ,PELH,JEUQ,CB01,GAQN,1787,0x07,398.192,635.539,378.744,H306-12
2,15,0,EDZY,PCRV,JEUP,CA32,GAQN,1787,0x07,403.979,618.107,401.885,H306-11
2,15,1,EDZX,PCXH,JEUO,CA31,GAQN,1789,0x07,409.797,600.691,425.023,H306-10
2,15,2,EDZW,PDNB,JEUN,CA30,GAQN,1787,0x07,367.304,668.483,354.775,H306-09
2,15,3,EDZV,PDYE,JEUM,CA29,GAQN,1790,0x07,373.079,651.069,377.904,H306-08
2,15,4,EDZU,PEAQ,JEUL,CA28,GAQM,1791,0x07,378.897,633.654,401.043,H306-07
2,15,5,EDZT,PDSB,JEUK,CA27,GAQM,1788,0x07,384.692,616.241,424.154,H306-06
2,15,6,EDZS,PEAG,JEUJ,CA26,GAQM,1790,0x07,347.997,666.617,377.062,H306-05
2,15,7,EDZR,PDVX,JEUI,CA25,GAQM,1789,0x07,353.803,649.185,400.186,H306-04
2,15,8,EDZQ,PDVV,JECD,CA24,GAQM,1792,0x07,359.598,631.771,423.298,H306-03
2,15,9,EDZP,PDCD,JECC,CA23,GAQM,1787,0x07,328.71,664.751,399.331,H306-02
2,15,10,EDZO,PCYE,JECB,CA22,GAQM,1790,0x07,334.516,647.319,422.456,H306-01
2,15,11,EEZL,PEHL,JECA,CA21,GAUN,1781,0x07,378.693,697.936,280.823,H356-14
2,15,12,EEZK,PEGS,JEBZ,CA20,GAUN,1794,0x07,369.58,710.496,255.693,H356-13
2,15,13,EEZJ,PDUC,JEBY,CA19,GAUN,1799,0x07,360.46,723.049,230.587,H356-12
2,15,14,EEZI,PEGJ,JEBX,CA18,GAUN,1798,0x07,351.323,735.618,205.453,H356-11
2,15,15,EEZH,PDZH,JEBW,CA17,GAUN,1786,0x07,342.203,748.171,180.347,H356-10
2,15,16,EEZG,PFAT,JEUH,CA16,GAUN,1796,0x07,395.62,696.598,256.646,H356-09
2,15,17,EEZF,PEWA,JEUG,CA15,GAUN,1777,0x07,386.507,709.159,231.517,H356-08
2,15,18,EEZE,PDZV,JEUF,CA14,GAUM,1795,0x07,377.363,721.72,206.406,H356-07
2,15,19,EEZD,PEEX,JEUE,CA13,GAUM,1786,0x07,368.25,734.28,181.277,H356-06
2,15,20,EEZC,PCUW,JEUD,CA12,GAUM,1787,0x07,412.547,695.26,232.47,H356-05
2,15,21,EEZB,PFGI,JEUC,CA11,GAUM,1786,0x07,403.403,707.821,207.359,H356-04
2,15,22,EEZA,PFDA,JEUB,CA10,GAUM,1780,0x07,394.289,720.382,182.23,H356-03
2,15,23,EEYZ,PEED,JEUA,CA09,GAUM,1786,0x07,429.448,693.946,208.321,H356-02
2,15,24,EEYY,PCUH,JESD,CA08,GAUM,1787,0x07,420.335,706.507,183.192,H356-01
2,15,25,EEZS,PIEM,JESC,CA07,GAUO,1838,0x07,349.265,712.14,281.254,H357-07
2,15,26,EEZR,PITZ,JESB,CA06,GAUO,1846,0x07,304.07,749.241,229.447,H357-06
2,15,27,EEZQ,PHGG,JESA,CA05,GAUO,1837,0x07,313.191,736.688,254.553,H357-05
2,15,28,EEZP,PIUF,JERZ,CA04,GAUO,1842,0x07,322.304,724.127,279.682,H357-04
2,15,29,EEZO,PIQF,JERY,CA03,GAUO,1845,0x07,286.259,748.69,252.996,H357-03
2,15,30,EEZN,PHEK,JERX,CA02,GAUO,1846,0x07,295.372,736.129,278.125,H357-02
2,15,31,EEZM,PHED,JERW,CA01,GAUO,1838,0x07,268.442,748.116,276.536,H357-01
3,0,0,,,,,,0,,0,0,0,H000-00
3,0,1,EOGD,PKMR,JIFU,DO31,GCGM,1824,0x22,203.798,358.554,-732.579,H407-13
3,0,2,EOGC,PJDW,JIFT,DO30,GCGM,1957,0x22,604.781,583.917,-5.729,H299-11
3,0,3,EOGB,PJJE,JIFS,DO29,GCGM,1881,0x27,567.472,422.442,455.78,H256-01
3,0,4,EOGA,PJIO,JIFR,DO28,GCGM,1803,0x22,780.799,315.793,-3.651,H248-10
3,0,5,EOFZ,PJKA,JIFQ,DO27,GCGM,1819,0x27,841.736,28.828,7.509,H242-10
3,0,6,EOFY,PJLW,JIFP,DO26,GCGM,1884,0x27,707.394,-8.22,455.789,H230-01
3,0,7,ENWD,PGCY,JIFO,DO25,GCEZ,1875,0x00,183.804,209.454,-791.151,H078-07
3,0,8,ENWC,PNXL,JNQL,DO24,GCEZ,1884,0x00,200.095,231.898,-781.012,H078-06
3,0,9,ENWB,PGST,JNQK,DO23,GCEZ,1886,0x00,154.963,213.288,-796.204,H078-05
3,0,10,ENWA,PJNS,JNQJ,DO22,GCEZ,1888,0x00,171.269,235.718,-786.095,H078-04
3,0,11,ENVZ,PIXT,JNQI,DO21,GCEZ,1889,0x00,187.56,258.162,-775.956,H078-03
3,0,12,ENVY,PIYH,JNQH,DO20,GCEZ,1877,0x00,142.423,239.517,-791.157,H078-02
3,0,13,ENVX,PGME,JNQG,DO19,GCEZ,1882,0x00,158.714,261.961,-781.018,H078-01
3,0,14,EGWU,PJGH,JNQF,DO18,GBCK,1882,0x00,31.52,222.096,-811.106,H455-10
3,0,15,EGWT,POUB,JNQE,DO17,GBCK,1883,0x00,46.278,196.956,-815.81,H455-09
3,0,16,EGWS,PJQD,JNNZ,DO16,GBCK,1873,0x00,61.035,171.817,-820.513,H455-08
3,0,17,EGWR,POLZ,JNNY,DO15,GBCJ,1878,0x00,75.793,146.671,-825.193,H455-07
3,0,18,EGWQ,PORM,JNNX,DO14,GBCJ,1882,0x00,60.919,221.536,-808.497,H455-06
3,0,19,EGWP,POTK,JNNW,DO13,GBCJ,1879,0x00,75.676,196.397,-813.201,H455-05
3,0,20,EGWO,PJCI,JNNV,DO12,GBCJ,1877,0x00,90.434,171.257,-817.905,H455-04
3,0,21,EGWN,PJBT,JNNU,DO11,GBCJ,1884,0x00,90.332,220.962,-805.918,H455-03
3,0,22,EGWM,POTZ,JNNT,DO10,GBCJ,1887,0x00,105.09,195.823,-810.622,H455-02
3,0,23,EGWL,PITD,JNNS,DO09,GBCJ,1878,0x00,119.731,220.403,-803.309,H455-01
3,0,24,EFDT,PGSD,JNNR,DO08,GAVH,1884,0x00,257.818,620.337,-506.876,H365-10
3,0,25,EFDS,PGFE,JNNQ,DO07,GAVH,1876,0x00,270.213,632.569,-483.03,H365-09
3,0,26,EFDR,PJTJ,JNNP,DO06,GAVH,1877,0x00,282.609,644.802,-459.184,H365-08
3,0,27,EFDQ,PJXS,JNNO,DO05,GAVG,1879,0x00,294.995,657.017,-435.323,H365-07
3,0,28,EFDP,PJLY,JNNN,DO04,GAVG,1875,0x00,242.133,638.651,-489.849,H365-06
3,0,29,EFDO,PPNN,JNNM,DO03,GAVG,1883,0x00,254.528,650.884,-466.003,H365-05
3,0,30,EFDN,PPNH,JNNL,DO02,GAVG,1886,0x00,266.923,663.117,-442.157,H365-04
3,0,31,EFDM,PPLL,JNNK,DO01,GAVG,1884,0x00,226.465,656.997,-472.817,H365-03
3,1,0,EFDL,PPMT,JNQT,DN32,GAVG,1878,0x00,238.86,669.23,-448.971,H365-02
3,1,1,EFDK,PNQW,JNQS,DN31,GAVG,1901,0x00,210.78,675.311,-455.789,H365-01
3,1,2,EGCA,PMIN,JNQR,DN30,GAZE,1890,0x00,136.027,601.03,-573.141,H413-10
3,1,3,EGBZ,PLYM,JNQQ,DN29,GAZE,1886,0x00,150.784,580.719,-588.658,H413-09
3,1,4,EGBY,PPGF,JNQP,DN28,GAZE,1874,0x00,165.563,560.395,-604.176,H413-08
3,1,5,EGBX,PACR,JNQO,DN27,GAZD,1885,0x00,180.311,540.071,-619.713,H413-07
3,1,6,EGBW,PMLC,JNQN,DN26,GAZD,1883,0x00,164.866,596.875,-568.354,H413-06
3,1,7,EGBV,PMSD,JNQM,DN25,GAZD,1881,0x00,179.623,576.563,-583.87,H413-05
3,1,8,EGBU,PMTR,JNOP,DN24,GAZD,1882,0x00,194.402,556.24,-599.389,H413-04
3,1,9,EGBT,PLRY,JNOO,DN23,GAZD,1890,0x00,193.714,592.737,-563.582,H413-03
3,1,10,EGBS,PONH,JNON,DN22,GAZD,1887,0x00,208.493,572.414,-579.1,H413-02
3,1,11,EGBR,PPIR,JNOM,DN21,GAZD,1883,0x00,222.554,588.582,-558.794,H413-01
3,1,12,EGAO,PMPP,JNOL,DN20,GAYY,1882,0x00,117.172,625.086,-552.201,H410-14
3,1,13,EGAN,PLCP,JNOK,DN19,GAYY,1880,0x00,146.051,620.882,-547.657,H410-13
3,1,14,EGAM,PLVN,JNOJ,DN18,GAYY,1877,0x00,174.917,616.709,-543.127,H410-12
3,1,15,EGAL,PMOA,JNOI,DN17,GAYY,1888,0x00,203.805,612.518,-538.563,H410-11
3,1,16,EGAK,PJIN,JNJZ,DN16,GAYY,1874,0x00,232.693,608.333,-534.034,H410-10
3,1,17,EGAJ,PLPJ,JNJY,DN15,GAYY,1889,0x00,130.971,639.582,-530.498,H410-09
3,1,18,EGAI,PNEO,JNJX,DN14,GAYY,1876,0x00,159.837,635.403,-525.932,H410-08
3,1,19,EGAH,POSL,JNJW,DN13,GAYX,1876,0x00,188.725,631.218,-521.404,H410-07
3,1,20,EGAG,PMSZ,JNJV,DN12,GAYX,1890,0x00,217.582,627.027,-516.858,H410-06
3,1,21,EGAF,PNAP,JNJU,DN11,GAYX,1879,0x00,144.757,654.103,-508.773,H410-05
3,1,22,EGAE,PNER,JNJT,DN10,GAYX,1883,0x00,173.636,649.899,-504.229,H410-04
3,1,23,EGAD,PMUL,JNJS,DN09,GAYX,1886,0x00,202.493,645.708,-499.683,H410-03
3,1,24,EGAC,PNCF,JMGD,DN08,GAYX,1881,0x00,158.534,668.611,-487.068,H410-02
3,1,25,EGAB,PPKM,JMGC,DN07,GAYX,1886,0x00,187.413,664.408,-482.524,H410-01
3,1,26,EGYD,POMN,JMGB,DN06,GBCP,1882,0x00,81.283,351.936,-760.869,H457-14
3,1,27,EGYC,POOJ,JMGA,DN05,GBCP,1880,0x00,66.34,328.552,-770.978,H457-13
3,1,28,EGYB,PLXO,JMFZ,DN04,GBCP,1890,0x00,51.417,305.188,-781.108,H457-12
3,1,29,EGYA,PMAK,JMFY,DN03,GBCP,1878,0x00,36.488,281.784,-791.222,H457-11
3,1,30,EGXZ,PLYJ,JMFX,DN02,GBCP,1882,0x00,21.544,258.406,-801.356,H457-10
3,1,31,EGXY,PPCS,JMFW,DN01,GBCP,1878,0x00,95.77,327.5,-768.908,H457-09
3,2,0,EGXX,PPEM,JMFN,DM32,GBCP,1875,0x00,80.861,304.11,-779.018,H457-08
3,2,1,EGXW,PLTP,JMFM,DM31,GBCO,1885,0x00,65.918,280.732,-789.151,H457-07
3,2,2,EGXV,PLNU,JMFL,DM30,GBCO,1890,0x00,50.995,257.362,-799.257,H457-06
3,2,3,EGXU,PLXE,JMFK,DM29,GBCO,1889,0x00,110.292,303.059,-776.947,H457-05
3,2,4,EGXT,PPBD,JMFJ,DM28,GBCO,1882,0x00,95.348,279.674,-787.056,H457-04
3,2,5,EGXS,POQI,JMFI,DM27,GBCO,1872,0x00,80.425,256.305,-797.162,H457-03
3,2,6,EGXR,PLKY,JMFH,DM26,GBCO,1880,0x00,124.798,278.637,-784.982,H457-02
3,2,7,EGXQ,PLGF,JMFG,DM25,GBCO,1887,0x00,109.855,255.253,-795.091,H457-01
3,2,8,EFZQ,PLJV,JMFV,DM24,GAYU,1878,0x00,103.867,399.552,-734.135,H408-14
3,2,9,EFZP,POZP,JMFU,DM23,GAYU,1883,0x00,118.623,419.887,-718.608,H408-13
3,2,10,EFZO,PJOP,JMFT,DM22,GAYU,1884,0x00,133.38,440.199,-703.091,H408-12
3,2,11,EFZN,PJSB,JMFS,DM21,GAYU,1886,0x00,148.16,460.531,-687.555,H408-11
3,2,12,EFZM,PJZH,JMFR,DM20,GAYU,1885,0x00,162.917,480.843,-672.039,H408-10
3,2,13,EFZL,PJZT,JMFQ,DM19,GAYU,1890,0x00,89.387,422.279,-722.026,H408-09
3,2,14,EFZK,PJSC,JMFP,DM18,GAYU,1873,0x00,104.143,442.614,-706.499,H408-08
3,2,15,EFZJ,PJVJ,JMFO,DM17,GAYT,1873,0x00,118.924,462.923,-690.974,H408-07
3,2,16,EFZI,PJWO,JNQD,DM16,GAYT,1881,0x00,133.68,483.258,-675.447,H408-06
3,2,17,EFZH,PJYG,JNQC,DM15,GAYT,1881,0x00,74.907,445.006,-709.917,H408-05
3,2,18,EFZG,PJWJ,JNQB,DM14,GAYT,1889,0x00,89.688,465.315,-694.392,H408-04
3,2,19,EFZF,PJXV,JNQA,DM13,GAYT,1875,0x00,104.444,485.65,-678.865,H408-03
3,2,20,EFZE,PJYH,JNPZ,DM12,GAYT,1881,0x00,60.461,467.717,-697.832,H408-02
3,2,21,EFZD,PJYN,JNPY,DM11,GAYT,1887,0x00,75.217,488.052,-682.305,H408-01
3,2,22,EFEY,PJUI,JNPX,DM10,GAVM,1881,0x00,295.015,683.194,-392.947,H367-10
3,2,23,EFEX,PPNJ,JNPW,DM09,GAVM,1879,0x00,282.606,699.07,-371.379,H367-09
3,2,24,EFEW,PPIS,JNOX,DM08,GAVM,1886,0x00,270.21,714.928,-349.775,H367-08
3,2,25,EFEV,PPJC,JNOW,DM07,GAVL,1889,0x00,257.814,730.786,-328.17,H367-07
3,2,26,EFEU,PJPU,JNOV,DM06,GAVL,1887,0x00,266.936,692.023,-395.381,H367-06
3,2,27,EFET,PJTO,JNOU,DM05,GAVL,1890,0x00,254.54,707.88,-373.776,H367-05
3,2,28,EFES,PJUD,JNOT,DM04,GAVL,1886,0x00,242.145,723.738,-352.171,H367-04
3,2,29,EFER,PJZX,JNOS,DM03,GAVL,1874,0x00,238.856,700.862,-397.791,H367-03
3,2,30,EFEQ,POJR,JNOR,DM02,GAVL,1890,0x00,226.46,716.72,-376.186,H367-02
3,2,31,EFEP,PJSJ,JNOQ,DM01,GAVL,1876,0x00,210.79,709.672,-400.188,H367-01
3,3,0,EFGR,PNIS,JNRJ,DL32,GAVT,1879,0x00,198.455,799.861,-173.854,H370-14
3,3,1,EFGQ,PGGU,JNRI,DL31,GAVT,1889,0x00,212.39,789.061,-197.55,H370-13
3,3,2,EFGP,PIZM,JNRH,DL30,GAVT,1887,0x00,226.333,778.294,-221.233,H370-12
3,3,3,EFGO,POUI,JNRG,DL29,GAVT,1879,0x00,240.292,767.487,-244.923,H370-11
3,3,4,EFGN,PNPU,JNRF,DL28,GAVT,1887,0x00,254.237,756.71,-268.629,H370-10
3,3,5,EFGM,PMUK,JNRE,DL27,GAVT,1881,0x00,226.741,791.639,-171.88,H370-09
3,3,6,EFGL,PNXU,JNRD,DL26,GAVT,1875,0x00,240.698,780.842,-195.548,H370-08
3,3,7,EFGK,PLQY,JNRC,DL25,GAVS,1878,0x00,254.643,770.065,-219.254,H370-07
3,3,8,EFGJ,PNNB,JNRB,DL24,GAVS,1883,0x00,268.577,759.276,-242.926,H370-06
3,3,9,EFGI,POHS,JNRA,DL23,GAVS,1875,0x00,255.048,783.42,-169.878,H370-05
3,3,10,EFGH,PODD,JNQZ,DL22,GAVS,1879,0x00,268.984,772.62,-193.574,H370-04
3,3,11,EFGG,PNND,JNQY,DL21,GAVS,1877,0x00,282.918,761.831,-217.247,H370-03
3,3,12,EFGF,PNPH,JNQX,DL20,GAVS,1890,0x00,283.333,775.208,-167.881,H370-02
3,3,13,EFGE,PNNH,JNQW,DL19,GAVS,1880,0x00,297.268,764.409,-191.577,H370-01
